days,CategoryName,total_sales
2019-10-31,Dairy Products,32726.0
2019-10-31,Grains/Cereals,10253.0
2019-10-31,Meat/Poultry,38546.0
2019-10-31,Produce,21366.0
2019-10-31,Seafood,20572.0
2019-11-01,Beverages,45197.0
2019-11-01,Condiments,39480.9
2019-11-01,Confections,38325.0
2019-11-01,Dairy Products,36788.0
2019-11-01,Grains/Cereals,15311.0
2019-11-01,Meat/Poultry,36134.0
2019-11-01,Produce,21982.0
2019-11-01,Seafood,31304.5
2019-11-02,Beverages,65635.0
2019-11-02,Condiments,44003.0
2019-11-02,Confections,44195.0
2019-11-02,Dairy Products,54058.5
2019-11-02,Grains/Cereals,24649.0
2019-11-02,Meat/Poultry,54991.0
2019-11-02,Produce,33601.0
2019-11-02,Seafood,45373.0
2019-11-03,Beverages,85197.0
2019-11-03,Condiments,55860.35
2019-11-03,Confections,64129.0
2019-11-03,Dairy Products,62892.0
2019-11-03,Grains/Cereals,33759.0
2019-11-03,Meat/Poultry,85850.0
2019-11-03,Produce,31840.25
2019-11-03,Seafood,45434.0
2019-11-04,Beverages,35364.0
2019-11-04,Condiments,20560.0
2019-11-04,Confections,24476.0
2019-11-04,Dairy Products,22476.0
2019-11-04,Grains/Cereals,10918.0
2019-11-04,Meat/Poultry,23317.0
2019-11-04,Produce,19973.0
2019-11-04,Seafood,9703.0
2019-11-05,Beverages,79740.0
2019-11-05,Condiments,53494.0
2019-11-05,Confections,75299.0
2019-11-05,Dairy Products,47564.0
2019-11-05,Grains/Cereals,27065.0
2019-11-05,Meat/Poultry,42270.0
2019-11-05,Produce,31760.0
2019-11-05,Seafood,42707.0
2019-11-06,Beverages,35686.0
2019-11-06,Condiments,31580.5
2019-11-06,Confections,42310.0
2019-11-06,Dairy Products,30414.0
2019-11-06,Grains/Cereals,23368.6
2019-11-06,Meat/Poultry,21884.0
2019-11-06,Produce,19031.0
2019-11-06,Seafood,32421.0
2019-11-07,Beverages,49747.0
2019-11-07,Condiments,42074.0
2019-11-07,Confections,55052.0
2019-11-07,Dairy Products,39145.0
2019-11-07,Grains/Cereals,20443.0
2019-11-07,Meat/Poultry,29352.0
2019-11-07,Produce,26931.0
2019-11-07,Seafood,35664.0
2019-11-08,Beverages,80795.0
2019-11-08,Condiments,51096.0
2019-11-08,Confections,56442.0
2019-11-08,Dairy Products,53296.0
2019-11-08,Grains/Cereals,24717.0
2019-11-08,Meat/Poultry,51261.0
2019-11-08,Produce,30010.0
2019-11-08,Seafood,44251.5
2019-11-09,Beverages,104007.0
2019-11-09,Condiments,55087.0
2019-11-09,Confections,63188.5
2019-11-09,Dairy Products,60370.8
2019-11-09,Grains/Cereals,31480.0
2019-11-09,Meat/Poultry,80770.0
2019-11-09,Produce,42207.0
2019-11-09,Seafood,49405.0
2019-11-10,Beverages,54741.0
2019-11-10,Condiments,47182.0
2019-11-10,Confections,54440.0
2019-11-10,Dairy Products,43657.0
2019-11-10,Grains/Cereals,24300.0
2019-11-10,Meat/Poultry,59214.0
2019-11-10,Produce,29126.0
2019-11-10,Seafood,46953.0
2019-11-11,Beverages,75307.0
2019-11-11,Condiments,69410.0
2019-11-11,Confections,90173.0
2019-11-11,Dairy Products,71778.0
2019-11-11,Grains/Cereals,32916.0
2019-11-11,Meat/Poultry,78101.0
2019-11-11,Produce,48453.0
2019-11-11,Seafood,64104.0
2019-11-12,Beverages,101969.0
2019-11-12,Condiments,61842.0
2019-11-12,Confections,79528.0
2019-11-12,Dairy Products,63976.0
2019-11-12,Grains/Cereals,29779.0
2019-11-12,Meat/Poultry,78145.0
2019-11-12,Produce,27590.0
2019-11-12,Seafood,58847.0
2019-11-13,Beverages,58653.0
2019-11-13,Condiments,32127.0
2019-11-13,Confections,33707.0
2019-11-13,Dairy Products,31404.0
2019-11-13,Grains/Cereals,14948.0
2019-11-13,Meat/Poultry,38344.0
2019-11-13,Produce,13225.0
2019-11-13,Seafood,26408.0
2019-11-14,Beverages,71890.75
2019-11-14,Condiments,42726.0
2019-11-14,Confections,51512.0
2019-11-14,Dairy Products,49650.0
2019-11-14,Grains/Cereals,18510.0
2019-11-14,Meat/Poultry,67026.0
2019-11-14,Produce,29188.0
2019-11-14,Seafood,30710.4
2019-11-15,Beverages,52930.0
2019-11-15,Condiments,27400.0
2019-11-15,Confections,41083.0
2019-11-15,Dairy Products,35055.0
2019-11-15,Grains/Cereals,19048.0
2019-11-15,Meat/Poultry,48017.0
2019-11-15,Produce,25340.0
2019-11-15,Seafood,31053.0
2019-11-16,Beverages,97348.5
2019-11-16,Condiments,47148.0
2019-11-16,Confections,58031.75
2019-11-16,Dairy Products,50198.0
2019-11-16,Grains/Cereals,24887.0
2019-11-16,Meat/Poultry,56673.0
2019-11-16,Produce,34996.0
2019-11-16,Seafood,33928.0
2019-11-17,Beverages,63740.0
2019-11-17,Condiments,27619.0
2019-11-17,Confections,36397.0
2019-11-17,Dairy Products,36146.4
2019-11-17,Grains/Cereals,20078.0
2019-11-17,Meat/Poultry,38616.0
2019-11-17,Produce,19979.0
2019-11-17,Seafood,34572.0
2019-11-18,Beverages,44971.0
2019-11-18,Condiments,53663.0
2019-11-18,Confections,44397.0
2019-11-18,Dairy Products,49946.0
2019-11-18,Grains/Cereals,26863.0
2019-11-18,Meat/Poultry,57939.0
2019-11-18,Produce,28936.0
2019-11-18,Seafood,43172.0
2019-11-19,Beverages,125880.0
2019-11-19,Condiments,85537.0
2019-11-19,Confections,104639.0
2019-11-19,Dairy Products,82282.0
2019-11-19,Grains/Cereals,45575.0
2019-11-19,Meat/Poultry,110106.0
2019-11-19,Produce,55479.0
2019-11-19,Seafood,80345.0
2019-11-20,Beverages,103838.0
2019-11-20,Condiments,57464.0
2019-11-20,Confections,66608.0
2019-11-20,Dairy Products,67558.0
2019-11-20,Grains/Cereals,38151.0
2019-11-20,Meat/Poultry,82457.0
2019-11-20,Produce,29926.0
2019-11-20,Seafood,57715.0
2019-11-21,Beverages,91143.0
2019-11-21,Condiments,62121.0
2019-11-21,Confections,74058.0
2019-11-21,Dairy Products,71469.0
2019-11-21,Grains/Cereals,37556.0
2019-11-21,Meat/Poultry,78573.0
2019-11-21,Produce,42713.0
2019-11-21,Seafood,46938.0
2019-11-22,Beverages,79683.0
2019-11-22,Condiments,41466.0
2019-11-22,Confections,42315.0
2019-11-22,Dairy Products,51046.0
2019-11-22,Grains/Cereals,23935.0
2019-11-22,Meat/Poultry,52236.0
2019-11-22,Produce,24895.0
2019-11-22,Seafood,34664.0
2019-11-23,Beverages,83628.8
2019-11-23,Condiments,35366.0
2019-11-23,Confections,40519.0
2019-11-23,Dairy Products,31266.0
2019-11-23,Grains/Cereals,17757.0
2019-11-23,Meat/Poultry,41430.0
2019-11-23,Produce,17827.0
2019-11-23,Seafood,26417.0
2019-11-24,Beverages,74212.5
2019-11-24,Condiments,52794.5
2019-11-24,Confections,73974.0
2019-11-24,Dairy Products,51594.6
2019-11-24,Grains/Cereals,27852.0
2019-11-24,Meat/Poultry,42709.0
2019-11-24,Produce,33561.0
2019-11-24,Seafood,50814.0
2019-11-25,Beverages,77218.0
2019-11-25,Condiments,43668.0
2019-11-25,Confections,55827.0
2019-11-25,Dairy Products,52407.0
2019-11-25,Grains/Cereals,25693.0
2019-11-25,Meat/Poultry,48395.0
2019-11-25,Produce,33097.0
2019-11-25,Seafood,32804.0
2019-11-26,Beverages,49675.0
2019-11-26,Condiments,28146.0
2019-11-26,Confections,38064.0
2019-11-26,Dairy Products,37312.0
2019-11-26,Grains/Cereals,8898.0
2019-11-26,Meat/Poultry,46431.0
2019-11-26,Produce,13023.0
2019-11-26,Seafood,34272.0
2019-11-27,Beverages,69563.0
2019-11-27,Condiments,46948.0
2019-11-27,Confections,64277.0
2019-11-27,Dairy Products,52330.0
2019-11-27,Grains/Cereals,28567.0
2019-11-27,Meat/Poultry,63036.0
2019-11-27,Produce,25106.0
2019-11-27,Seafood,48508.0
2019-11-28,Beverages,47672.0
2019-11-28,Condiments,29917.0
2019-11-28,Confections,48883.0
2019-11-28,Dairy Products,38595.0
2019-11-28,Grains/Cereals,14852.0
2019-11-28,Meat/Poultry,34787.0
2019-11-28,Produce,24172.0
2019-11-28,Seafood,30974.0
2019-11-29,Beverages,46700.0
2019-11-29,Condiments,34380.0
2019-11-29,Confections,45922.0
2019-11-29,Dairy Products,44535.0
2019-11-29,Grains/Cereals,20428.0
2019-11-29,Meat/Poultry,37206.0
2019-11-29,Produce,20765.0
2019-11-29,Seafood,34445.0
2019-11-30,Beverages,63598.0
2019-11-30,Condiments,47423.0
2019-11-30,Confections,57093.0
2019-11-30,Dairy Products,57602.0
2019-11-30,Grains/Cereals,31672.0
2019-11-30,Meat/Poultry,38049.0
2019-11-30,Produce,24786.0
2019-11-30,Seafood,51118.0
2019-12-01,Beverages,35298.0
2019-12-01,Condiments,17604.0
2019-12-01,Confections,37362.0
2019-12-01,Dairy Products,24280.0
2019-12-01,Grains/Cereals,11200.0
2019-12-01,Meat/Poultry,13301.6
2019-12-01,Produce,5933.0
2019-12-01,Seafood,20350.0
2019-12-02,Beverages,59270.0
2019-12-02,Condiments,34509.0
2019-12-02,Confections,38136.0
2019-12-02,Dairy Products,35942.0
2019-12-02,Grains/Cereals,16714.0
2019-12-02,Meat/Poultry,48864.0
2019-12-02,Produce,14643.0
2019-12-02,Seafood,35310.0
2019-12-03,Beverages,79557.0
2019-12-03,Condiments,58674.0
2019-12-03,Confections,56282.0
2019-12-03,Dairy Products,47420.0
2019-12-03,Grains/Cereals,25799.0
2019-12-03,Meat/Poultry,77207.0
2019-12-03,Produce,40663.0
2019-12-03,Seafood,51931.0
2019-12-04,Beverages,56393.6
2019-12-04,Condiments,40992.4
2019-12-04,Confections,56018.0
2019-12-04,Dairy Products,40442.0
2019-12-04,Grains/Cereals,15872.0
2019-12-04,Meat/Poultry,45762.0
2019-12-04,Produce,17480.8
2019-12-04,Seafood,34379.0
2019-12-05,Beverages,107817.0
2019-12-05,Condiments,58975.0
2019-12-05,Confections,74237.5
2019-12-05,Dairy Products,58047.0
2019-12-05,Grains/Cereals,33277.0
2019-12-05,Meat/Poultry,64325.0
2019-12-05,Produce,37103.5
2019-12-05,Seafood,54811.0
2019-12-06,Beverages,93983.1
2019-12-06,Condiments,58322.5
2019-12-06,Confections,70611.34
2019-12-06,Dairy Products,68152.12
2019-12-06,Grains/Cereals,36748.020000000004
2019-12-06,Meat/Poultry,67052.0
2019-12-06,Produce,40625.81
2019-12-06,Seafood,40844.979999999996
2019-12-07,Beverages,46198.0
2019-12-07,Condiments,38008.0
2019-12-07,Confections,44130.0
2019-12-07,Dairy Products,35262.0
2019-12-07,Grains/Cereals,18579.0
2019-12-07,Meat/Poultry,35504.0
2019-12-07,Produce,20490.0
2019-12-07,Seafood,31643.0
2019-12-08,Beverages,75708.0
2019-12-08,Condiments,47163.0
2019-12-08,Confections,46554.0
2019-12-08,Dairy Products,52766.0
2019-12-08,Grains/Cereals,25903.0
2019-12-08,Meat/Poultry,45862.0
2019-12-08,Produce,29732.0
2019-12-08,Seafood,44136.0
2019-12-09,Beverages,110649.0
2019-12-09,Condiments,72591.0
2019-12-09,Confections,81115.0
2019-12-09,Dairy Products,67813.0
2019-12-09,Grains/Cereals,39080.0
2019-12-09,Meat/Poultry,79270.0
2019-12-09,Produce,36830.0
2019-12-09,Seafood,68831.0
2019-12-10,Beverages,68124.0
2019-12-10,Condiments,45955.0
2019-12-10,Confections,55051.0
2019-12-10,Dairy Products,42515.0
2019-12-10,Grains/Cereals,28113.0
2019-12-10,Meat/Poultry,49518.0
2019-12-10,Produce,27794.0
2019-12-10,Seafood,37372.0
2019-12-11,Beverages,56970.0
2019-12-11,Condiments,46803.0
2019-12-11,Confections,58068.0
2019-12-11,Dairy Products,53011.0
2019-12-11,Grains/Cereals,22714.0
2019-12-11,Meat/Poultry,57408.0
2019-12-11,Produce,22700.0
2019-12-11,Seafood,38152.0
2019-12-12,Beverages,62475.0
2019-12-12,Condiments,39822.0
2019-12-12,Confections,29124.0
2019-12-12,Dairy Products,42557.0
2019-12-12,Grains/Cereals,20311.0
2019-12-12,Meat/Poultry,41984.0
2019-12-12,Produce,27092.0
2019-12-12,Seafood,31627.0
2019-12-13,Beverages,73703.0
2019-12-13,Condiments,56292.0
2019-12-13,Confections,71158.0
2019-12-13,Dairy Products,65806.0
2019-12-13,Grains/Cereals,27674.0
2019-12-13,Meat/Poultry,68404.0
2019-12-13,Produce,24551.0
2019-12-13,Seafood,47781.0
2019-12-14,Beverages,80656.0
2019-12-14,Condiments,55901.0
2019-12-14,Confections,52311.0
2019-12-14,Dairy Products,49410.0
2019-12-14,Grains/Cereals,24226.0
2019-12-14,Meat/Poultry,55906.0
2019-12-14,Produce,26583.0
2019-12-14,Seafood,40113.0
2019-12-15,Beverages,100876.0
2019-12-15,Condiments,53024.0
2019-12-15,Confections,55190.0
2019-12-15,Dairy Products,58207.0
2019-12-15,Grains/Cereals,26108.0
2019-12-15,Meat/Poultry,55679.0
2019-12-15,Produce,25071.0
2019-12-15,Seafood,51004.0
2019-12-16,Beverages,64104.0
2019-12-16,Condiments,45080.0
2019-12-16,Confections,56937.0
2019-12-16,Dairy Products,39051.0
2019-12-16,Grains/Cereals,20914.0
2019-12-16,Meat/Poultry,57849.0
2019-12-16,Produce,28447.0
2019-12-16,Seafood,48859.0
2019-12-17,Beverages,112843.0
2019-12-17,Condiments,57816.0
2019-12-17,Confections,72778.0
2019-12-17,Dairy Products,66858.0
2019-12-17,Grains/Cereals,30530.0
2019-12-17,Meat/Poultry,77306.0
2019-12-17,Produce,33806.0
2019-12-17,Seafood,42115.0
2019-12-18,Beverages,62592.0
2019-12-18,Condiments,29509.0
2019-12-18,Confections,38422.0
2019-12-18,Dairy Products,24138.0
2019-12-18,Grains/Cereals,19438.0
2019-12-18,Meat/Poultry,33303.0
2019-12-18,Produce,17544.0
2019-12-18,Seafood,31600.0
2019-12-19,Beverages,101704.0
2019-12-19,Condiments,64539.0
2019-12-19,Confections,81505.0
2019-12-19,Dairy Products,50072.0
2019-12-19,Grains/Cereals,38668.0
2019-12-19,Meat/Poultry,87263.0
2019-12-19,Produce,35803.0
2019-12-19,Seafood,52023.0
2019-12-20,Beverages,50984.0
2019-12-20,Condiments,30700.0
2019-12-20,Confections,29691.0
2019-12-20,Dairy Products,32398.0
2019-12-20,Grains/Cereals,14957.0
2019-12-20,Meat/Poultry,46381.0
2019-12-20,Produce,19624.0
2019-12-20,Seafood,33261.0
2019-12-21,Beverages,82477.0
2019-12-21,Condiments,57288.0
2019-12-21,Confections,54432.0
2019-12-21,Dairy Products,54478.0
2019-12-21,Grains/Cereals,22866.0
2019-12-21,Meat/Poultry,64989.0
2019-12-21,Produce,37601.0
2019-12-21,Seafood,50247.0
2019-12-22,Beverages,47691.0
2019-12-22,Condiments,29958.0
2019-12-22,Confections,34589.0
2019-12-22,Dairy Products,25713.0
2019-12-22,Grains/Cereals,15323.0
2019-12-22,Meat/Poultry,43091.0
2019-12-22,Produce,9657.0
2019-12-22,Seafood,25558.0
2019-12-23,Beverages,43785.0
2019-12-23,Condiments,36680.0
2019-12-23,Confections,49060.0
2019-12-23,Dairy Products,36533.0
2019-12-23,Grains/Cereals,24417.0
2019-12-23,Meat/Poultry,39626.0
2019-12-23,Produce,33274.0
2019-12-23,Seafood,34782.0
2019-12-24,Beverages,128809.0
2019-12-24,Condiments,56716.0
2019-12-24,Confections,59568.0
2019-12-24,Dairy Products,55268.0
2019-12-24,Grains/Cereals,26836.0
2019-12-24,Meat/Poultry,71204.0
2019-12-24,Produce,34977.0
2019-12-24,Seafood,49632.0
2019-12-25,Beverages,75217.0
2019-12-25,Condiments,44338.0
2019-12-25,Confections,57191.0
2019-12-25,Dairy Products,51997.0
2019-12-25,Grains/Cereals,17729.0
2019-12-25,Meat/Poultry,47851.0
2019-12-25,Produce,26324.0
2019-12-25,Seafood,37597.0
2019-12-26,Beverages,49762.0
2019-12-26,Condiments,34483.0
2019-12-26,Confections,35463.0
2019-12-26,Dairy Products,32188.0
2019-12-26,Grains/Cereals,13963.0
2019-12-26,Meat/Poultry,36384.0
2019-12-26,Produce,10345.0
2019-12-26,Seafood,24203.0
2019-12-27,Beverages,53175.0
2019-12-27,Condiments,40704.0
2019-12-27,Confections,47147.0
2019-12-27,Dairy Products,48641.0
2019-12-27,Grains/Cereals,25600.0
2019-12-27,Meat/Poultry,42388.0
2019-12-27,Produce,24876.0
2019-12-27,Seafood,40459.0
2019-12-28,Beverages,123729.0
2019-12-28,Condiments,76552.0
2019-12-28,Confections,88408.0
2019-12-28,Dairy Products,76003.0
2019-12-28,Grains/Cereals,38806.0
2019-12-28,Meat/Poultry,86894.0
2019-12-28,Produce,48535.0
2019-12-28,Seafood,61068.0
2019-12-29,Beverages,86015.0
2019-12-29,Condiments,48300.0
2019-12-29,Confections,65968.0
2019-12-29,Dairy Products,53782.0
2019-12-29,Grains/Cereals,24185.0
2019-12-29,Meat/Poultry,72898.0
2019-12-29,Produce,36240.0
2019-12-29,Seafood,48732.0
2019-12-30,Beverages,117423.0
2019-12-30,Condiments,52823.0
2019-12-30,Confections,59783.0
2019-12-30,Dairy Products,58148.0
2019-12-30,Grains/Cereals,23410.0
2019-12-30,Meat/Poultry,69369.0
2019-12-30,Produce,28810.0
2019-12-30,Seafood,40475.0
2019-12-31,Beverages,56232.0
2019-12-31,Condiments,41058.0
2019-12-31,Confections,46118.0
2019-12-31,Dairy Products,36885.0
2019-12-31,Grains/Cereals,16343.0
2019-12-31,Meat/Poultry,43660.0
2019-12-31,Produce,29311.0
2019-12-31,Seafood,34339.0
2020-01-01,Beverages,87317.0
2020-01-01,Condiments,53716.0
2020-01-01,Confections,56140.0
2020-01-01,Dairy Products,63541.0
2020-01-01,Grains/Cereals,29449.0
2020-01-01,Meat/Poultry,64258.0
2020-01-01,Produce,25064.0
2020-01-01,Seafood,48146.0
2020-01-02,Beverages,122693.0
2020-01-02,Condiments,66551.0
2020-01-02,Confections,76937.0
2020-01-02,Dairy Products,70264.0
2020-01-02,Grains/Cereals,28231.0
2020-01-02,Meat/Poultry,70719.0
2020-01-02,Produce,37933.0
2020-01-02,Seafood,46849.0
2020-01-03,Beverages,36888.0
2020-01-03,Condiments,24117.0
2020-01-03,Confections,31740.0
2020-01-03,Dairy Products,35710.0
2020-01-03,Grains/Cereals,12757.0
2020-01-03,Meat/Poultry,33492.0
2020-01-03,Produce,20913.0
2020-01-03,Seafood,18663.0
2020-01-04,Beverages,82469.0
2020-01-04,Condiments,58831.0
2020-01-04,Confections,60018.0
2020-01-04,Dairy Products,48999.0
2020-01-04,Grains/Cereals,30401.0
2020-01-04,Meat/Poultry,63039.0
2020-01-04,Produce,24318.0
2020-01-04,Seafood,56148.0
2020-01-05,Beverages,31164.0
2020-01-05,Condiments,18222.0
2020-01-05,Confections,30532.0
2020-01-05,Dairy Products,20780.0
2020-01-05,Grains/Cereals,12787.0
2020-01-05,Meat/Poultry,23808.0
2020-01-05,Produce,13197.0
2020-01-05,Seafood,21055.0
2020-01-06,Beverages,93677.0
2020-01-06,Condiments,38540.0
2020-01-06,Confections,40673.0
2020-01-06,Dairy Products,45572.0
2020-01-06,Grains/Cereals,21458.0
2020-01-06,Meat/Poultry,52791.0
2020-01-06,Produce,23696.0
2020-01-06,Seafood,40680.0
2020-01-07,Beverages,37523.0
2020-01-07,Condiments,26633.0
2020-01-07,Confections,35921.0
2020-01-07,Dairy Products,37235.0
2020-01-07,Grains/Cereals,15166.0
2020-01-07,Meat/Poultry,38267.0
2020-01-07,Produce,17097.0
2020-01-07,Seafood,28689.0
2020-01-08,Beverages,83561.0
2020-01-08,Condiments,52494.0
2020-01-08,Confections,56007.0
2020-01-08,Dairy Products,64423.0
2020-01-08,Grains/Cereals,25250.0
2020-01-08,Meat/Poultry,79144.0
2020-01-08,Produce,22172.0
2020-01-08,Seafood,48159.0
2020-01-09,Beverages,39315.0
2020-01-09,Condiments,36654.0
2020-01-09,Confections,36019.0
2020-01-09,Dairy Products,39829.0
2020-01-09,Grains/Cereals,18706.0
2020-01-09,Meat/Poultry,29482.0
2020-01-09,Produce,17965.0
2020-01-09,Seafood,26747.0
2020-01-10,Beverages,118358.0
2020-01-10,Condiments,66883.0
2020-01-10,Confections,69857.0
2020-01-10,Dairy Products,74069.0
2020-01-10,Grains/Cereals,33122.0
2020-01-10,Meat/Poultry,80668.0
2020-01-10,Produce,39076.0
2020-01-10,Seafood,54496.0
2020-01-11,Beverages,41908.0
2020-01-11,Condiments,36015.0
2020-01-11,Confections,39894.0
2020-01-11,Dairy Products,45995.0
2020-01-11,Grains/Cereals,21592.0
2020-01-11,Meat/Poultry,54310.0
2020-01-11,Produce,19903.0
2020-01-11,Seafood,29138.0
2020-01-12,Beverages,63342.0
2020-01-12,Condiments,27591.0
2020-01-12,Confections,32778.0
2020-01-12,Dairy Products,30874.0
2020-01-12,Grains/Cereals,9606.0
2020-01-12,Meat/Poultry,31543.0
2020-01-12,Produce,13847.0
2020-01-12,Seafood,22293.0
2020-01-13,Beverages,76470.0
2020-01-13,Condiments,41473.0
2020-01-13,Confections,45156.0
2020-01-13,Dairy Products,53460.0
2020-01-13,Grains/Cereals,17880.0
2020-01-13,Meat/Poultry,53139.0
2020-01-13,Produce,30769.0
2020-01-13,Seafood,43714.0
2020-01-14,Beverages,69931.0
2020-01-14,Condiments,54639.0
2020-01-14,Confections,68320.0
2020-01-14,Dairy Products,55164.0
2020-01-14,Grains/Cereals,26279.0
2020-01-14,Meat/Poultry,49589.0
2020-01-14,Produce,32619.0
2020-01-14,Seafood,51752.0
2020-01-15,Beverages,81092.0
2020-01-15,Condiments,26188.0
2020-01-15,Confections,35910.0
2020-01-15,Dairy Products,38803.0
2020-01-15,Grains/Cereals,20292.0
2020-01-15,Meat/Poultry,38534.0
2020-01-15,Produce,18358.0
2020-01-15,Seafood,31597.0
2020-01-16,Beverages,98914.0
2020-01-16,Condiments,42633.0
2020-01-16,Confections,66554.0
2020-01-16,Dairy Products,49819.0
2020-01-16,Grains/Cereals,25145.0
2020-01-16,Meat/Poultry,58776.0
2020-01-16,Produce,32131.0
2020-01-16,Seafood,47025.0
2020-01-17,Beverages,80963.0
2020-01-17,Condiments,58538.0
2020-01-17,Confections,64100.0
2020-01-17,Dairy Products,54945.0
2020-01-17,Grains/Cereals,26669.0
2020-01-17,Meat/Poultry,66469.0
2020-01-17,Produce,39416.0
2020-01-17,Seafood,55962.0
2020-01-18,Beverages,60386.0
2020-01-18,Condiments,45725.0
2020-01-18,Confections,58791.0
2020-01-18,Dairy Products,47210.0
2020-01-18,Grains/Cereals,20980.0
2020-01-18,Meat/Poultry,43490.0
2020-01-18,Produce,16199.0
2020-01-18,Seafood,29219.0
2020-01-19,Beverages,74295.0
2020-01-19,Condiments,33204.0
2020-01-19,Confections,38057.0
2020-01-19,Dairy Products,40305.0
2020-01-19,Grains/Cereals,22300.0
2020-01-19,Meat/Poultry,37406.0
2020-01-19,Produce,21028.0
2020-01-19,Seafood,32676.0
2020-01-20,Beverages,47323.0
2020-01-20,Condiments,34177.0
2020-01-20,Confections,44091.0
2020-01-20,Dairy Products,24949.0
2020-01-20,Grains/Cereals,19901.0
2020-01-20,Meat/Poultry,27371.0
2020-01-20,Produce,15433.0
2020-01-20,Seafood,18549.0
2020-01-21,Beverages,95512.0
2020-01-21,Condiments,58423.0
2020-01-21,Confections,64584.0
2020-01-21,Dairy Products,52862.0
2020-01-21,Grains/Cereals,26894.0
2020-01-21,Meat/Poultry,68935.0
2020-01-21,Produce,40580.0
2020-01-21,Seafood,53707.0
2020-01-22,Beverages,51448.0
2020-01-22,Condiments,26722.0
2020-01-22,Confections,31179.0
2020-01-22,Dairy Products,21614.0
2020-01-22,Grains/Cereals,10632.0
2020-01-22,Meat/Poultry,25691.0
2020-01-22,Produce,13662.0
2020-01-22,Seafood,24400.0
2020-01-23,Beverages,72840.0
2020-01-23,Condiments,47472.0
2020-01-23,Confections,64003.0
2020-01-23,Dairy Products,55461.0
2020-01-23,Grains/Cereals,22270.0
2020-01-23,Meat/Poultry,58508.0
2020-01-23,Produce,25921.0
2020-01-23,Seafood,49030.0
2020-01-24,Beverages,22302.0
2020-01-24,Condiments,21975.0
2020-01-24,Confections,43460.0
2020-01-24,Dairy Products,21618.0
2020-01-24,Grains/Cereals,17830.0
2020-01-24,Meat/Poultry,29830.0
2020-01-24,Produce,9533.0
2020-01-24,Seafood,17925.0
2020-01-25,Beverages,27191.0
2020-01-25,Condiments,21132.0
2020-01-25,Confections,25343.0
2020-01-25,Dairy Products,28384.0
2020-01-25,Grains/Cereals,10361.0
2020-01-25,Meat/Poultry,16875.0
2020-01-25,Produce,17630.0
2020-01-25,Seafood,21198.0
2020-01-26,Beverages,121160.0
2020-01-26,Condiments,61447.0
2020-01-26,Confections,67883.0
2020-01-26,Dairy Products,70438.0
2020-01-26,Grains/Cereals,31051.0
2020-01-26,Meat/Poultry,74996.0
2020-01-26,Produce,38646.0
2020-01-26,Seafood,59820.0
2020-01-27,Beverages,81302.0
2020-01-27,Condiments,41248.0
2020-01-27,Confections,43225.0
2020-01-27,Dairy Products,40044.0
2020-01-27,Grains/Cereals,24172.0
2020-01-27,Meat/Poultry,52540.0
2020-01-27,Produce,29604.0
2020-01-27,Seafood,39764.0
2020-01-28,Beverages,108355.0
2020-01-28,Condiments,55511.0
2020-01-28,Confections,64197.0
2020-01-28,Dairy Products,60271.0
2020-01-28,Grains/Cereals,36236.0
2020-01-28,Meat/Poultry,78869.0
2020-01-28,Produce,30516.0
2020-01-28,Seafood,49172.0
2020-01-29,Beverages,76171.0
2020-01-29,Condiments,32341.0
2020-01-29,Confections,40474.0
2020-01-29,Dairy Products,40331.0
2020-01-29,Grains/Cereals,17524.0
2020-01-29,Meat/Poultry,48666.0
2020-01-29,Produce,21951.0
2020-01-29,Seafood,39076.0
2020-01-30,Beverages,55316.0
2020-01-30,Condiments,18907.0
2020-01-30,Confections,30035.0
2020-01-30,Dairy Products,28040.0
2020-01-30,Grains/Cereals,13991.0
2020-01-30,Meat/Poultry,16019.0
2020-01-30,Produce,15223.0
2020-01-30,Seafood,22419.0
2020-02-01,Beverages,94158.0
2020-02-01,Condiments,47541.0
2020-02-01,Confections,50565.0
2020-02-01,Dairy Products,56543.0
2020-02-01,Grains/Cereals,27796.0
2020-02-01,Meat/Poultry,59100.0
2020-02-01,Produce,22168.0
2020-02-01,Seafood,44037.0
2020-02-02,Beverages,83254.0
2020-02-02,Condiments,50460.0
2020-02-02,Confections,51517.0
2020-02-02,Dairy Products,42647.0
2020-02-02,Grains/Cereals,24064.0
2020-02-02,Meat/Poultry,52614.0
2020-02-02,Produce,27226.0
2020-02-02,Seafood,53180.0
2020-02-03,Beverages,35460.0
2020-02-03,Condiments,21300.0
2020-02-03,Confections,31229.0
2020-02-03,Dairy Products,30449.0
2020-02-03,Grains/Cereals,10203.0
2020-02-03,Meat/Poultry,22689.0
2020-02-03,Produce,16327.0
2020-02-03,Seafood,16402.0
2020-02-04,Beverages,79121.0
2020-02-04,Condiments,52178.0
2020-02-04,Confections,61873.0
2020-02-04,Dairy Products,56506.0
2020-02-04,Grains/Cereals,33977.0
2020-02-04,Meat/Poultry,65885.0
2020-02-04,Produce,31448.0
2020-02-04,Seafood,51093.0
2020-02-05,Beverages,78340.0
2020-02-05,Condiments,58622.0
2020-02-05,Confections,59561.0
2020-02-05,Dairy Products,49638.0
2020-02-05,Grains/Cereals,21705.0
2020-02-05,Meat/Poultry,54656.0
2020-02-05,Produce,29366.0
2020-02-05,Seafood,42144.0
2020-02-06,Beverages,54126.0
2020-02-06,Condiments,35934.0
2020-02-06,Confections,44835.0
