Id,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,StatusId
16768,BSBEV,9,2020-08-25,2020-09-28,2020-09-02,1,190,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,2
16769,SAVEA,2,2018-09-18,2018-10-08,2018-10-01,2,168,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1
16770,EASTC,9,2018-11-10,2018-11-22,2018-11-14,2,224,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,3
16771,BOLID,8,2018-03-30,2018-04-05,2018-03-30,2,93,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,0
16772,SEVES,4,2018-11-22,2018-11-25,2018-11-22,2,513,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,2
16773,FAMIA,7,2020-12-22,2021-01-12,2020-12-26,2,204,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,2
16774,FRANS,4,2018-08-11,2018-08-12,2018-08-28,3,159,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3
16775,FOLIG,3,2020-06-10,2020-07-14,2020-06-25,2,50,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,2
16776,DUMON,5,2020-11-27,2020-12-14,2020-11-28,1,469,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,3
16777,MORGK,3,2019-10-16,2019-12-01,2019-10-18,3,434,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,2
16778,SPECD,2,2021-02-20,2021-02-27,2021-02-28,3,353,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
16779,MAGAA,7,2021-07-27,2021-08-01,2021-08-15,3,186,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,0
16780,LEHMS,3,2018-06-03,2018-06-08,2018-06-11,2,441,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,1
16781,BLONP,6,2018-10-19,2018-11-03,2018-11-07,2,367,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,3
16782,COMMI,9,2018-02-26,2018-03-05,2018-02-28,3,70,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
16783,DUMON,9,2018-06-03,2018-07-12,2018-06-03,2,451,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,0
16784,FURIB,8,2021-06-29,2021-07-02,2021-07-08,3,96,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,2
16785,ANTON,6,2018-03-11,2018-03-17,2018-03-24,1,263,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,2
16786,GROSR,2,2020-07-26,2020-08-30,2020-07-27,3,561,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,2
16787,LAZYK,7,2018-04-13,2018-04-24,2018-04-14,1,382,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,1
16788,LAUGB,9,2020-09-25,2020-10-07,2020-10-06,3,393,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,1
16789,MAISD,7,2019-08-29,2019-10-08,2019-09-06,2,329,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,1
16790,MORGK,1,2021-08-13,2021-09-13,2021-08-16,2,168,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,3
16791,ANTON,4,2018-12-25,2019-01-02,2018-12-28,1,507,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,1
16792,HUNGC,4,2018-03-14,2018-04-12,2018-03-24,1,153,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,0
16793,WANDK,9,2018-10-22,2018-11-16,2018-10-28,3,280,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
16794,BOLID,7,2021-07-05,2021-07-12,2021-07-15,1,318,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,1
16795,LAZYK,1,2021-01-25,2021-02-07,2021-02-03,2,209,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK,0
16796,WHITC,8,2019-04-02,2019-04-26,2019-04-15,2,312,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,1
16797,COMMI,6,2021-07-01,2021-08-04,2021-07-02,1,446,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,0
16798,LINOD,3,2019-08-25,2019-09-21,2019-08-27,2,305,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,0
16799,SAVEA,6,2019-09-15,2019-10-07,2019-09-19,1,106,North/South,South House 300 Queensbridge,London,British Isles,SW7 1RZ,UK,2
16800,TRADH,6,2018-07-16,2018-07-19,2018-07-18,1,180,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,2
16801,ANTON,4,2018-09-21,2018-10-04,2018-09-27,1,500,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,3
16802,SAVEA,4,2018-02-16,2018-02-28,2018-02-21,2,308,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,1
16803,PARIS,8,2020-02-16,2020-04-02,2020-02-22,3,81,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2
16804,SEVES,5,2020-12-04,2021-01-14,2020-12-23,3,277,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,1
16805,ANTON,4,2018-05-12,2018-05-14,2018-05-19,3,409,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,0
16806,ANATR,7,2018-10-17,2018-10-28,2018-10-31,1,468,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,0
16807,THEBI,7,2021-05-28,2021-06-28,2021-06-26,2,470,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,0
16808,GREAL,9,2018-10-20,2018-10-31,2018-10-20,3,149,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,3
16809,FRANS,9,2019-08-06,2019-08-09,2019-08-29,1,419,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
16810,ISLAT,6,2021-05-30,2021-06-13,2021-06-10,1,27,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,0
16811,LILAS,5,2019-12-08,2019-12-19,2019-12-27,2,35,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,1
16812,HUNGC,1,2020-02-19,2020-03-05,2020-02-20,1,361,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,3
16813,ANATR,2,2020-05-23,2020-06-07,2020-05-27,1,388,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,2
16814,LEHMS,2,2019-12-07,2019-12-09,2019-12-15,3,22,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,2
16815,CACTU,5,2018-07-28,2018-08-15,2018-08-10,3,452,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,3
16816,AROUT,4,2020-11-20,2020-12-20,2020-11-24,3,340,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,2
16817,GOURL,4,2019-10-14,2019-12-10,2019-10-31,1,277,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,1
16818,LAZYK,3,2020-08-09,2020-09-04,2020-08-13,3,339,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,3
16819,EASTC,6,2018-06-06,2018-06-26,2018-06-08,1,412,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,1
16820,LEHMS,4,2018-10-02,2018-10-23,2018-10-05,3,201,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,3
16821,GODOS,5,2019-05-04,2019-05-17,2019-05-07,2,146,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,3
16822,LACOR,4,2020-03-04,2020-04-19,2020-03-06,3,20,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,2
16823,AROUT,2,2021-01-25,2021-02-28,2021-01-25,1,528,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,2
16824,FAMIA,8,2020-02-29,2020-03-16,2020-03-20,1,75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,1
16825,ANTON,6,2021-05-07,2021-05-20,2021-05-25,1,426,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,1
16826,SEVES,6,2019-12-31,2020-01-12,2020-01-07,1,50,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,2
16827,ERNSH,8,2019-02-03,2019-02-13,2019-02-17,1,137,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,1
16828,VICTE,6,2020-02-26,2020-03-29,2020-03-02,3,206,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1
16829,BLONP,4,2021-08-14,2021-09-20,2021-08-15,3,337,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,3
16830,RATTC,6,2020-02-29,2020-03-11,2020-03-07,1,156,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,2
16831,PICCO,4,2020-01-04,2020-01-07,2020-01-17,3,280,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,3
16832,RICSU,2,2019-02-21,2019-03-04,2019-02-23,2,227,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,2
16833,PERIC,9,2018-04-03,2018-04-13,2018-04-03,1,485,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,0
16834,BLONP,9,2019-08-06,2019-09-17,2019-08-07,2,126,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,2
16835,SAVEA,5,2019-04-01,2019-04-18,2019-04-09,3,413,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,05022,Mexico,2
16836,QUEEN,1,2020-09-10,2020-09-19,2020-09-18,1,270,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,3
16837,ROMEY,2,2020-04-25,2020-04-25,2020-05-07,3,293,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil,0
16838,HILAA,6,2018-08-29,2018-09-09,2018-09-01,1,315,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France,0
16839,WOLZA,7,2019-07-16,2019-09-06,2019-07-16,3,449,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,1
16840,PICCO,9,2021-03-08,2021-03-26,2021-03-13,3,207,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,1
16841,HUNGO,6,2021-03-03,2021-03-22,2021-03-03,3,478,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy,2
16842,FOLKO,4,2018-02-22,2018-02-27,2018-02-28,3,435,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,3
16843,THEBI,8,2018-10-24,2018-11-29,2018-11-04,2,103,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,3
16844,FOLIG,1,2019-08-10,2019-09-28,2019-08-10,1,435,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,3
16845,THEBI,9,2021-02-22,2021-02-27,2021-02-26,1,290,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,3
16846,LINOD,6,2020-04-16,2020-04-21,2020-04-19,2,349,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,1
16847,ISLAT,6,2020-02-15,2020-03-15,2020-02-16,1,415,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,3
16848,HUNGC,9,2018-04-27,2018-05-15,2018-05-03,2,41,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,2
16849,GOURL,7,2019-02-28,2019-03-08,2019-03-19,3,459,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA,0
16850,WOLZA,1,2020-07-07,2020-07-29,2020-07-28,1,198,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,1
16851,QUEEN,2,2020-08-14,2020-09-10,2020-08-16,3,320,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,0
16852,KOENE,6,2018-12-23,2018-12-28,2018-12-30,1,326,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,1
16853,DUMON,5,2019-03-04,2019-04-25,2019-03-05,3,285,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2
16854,LAMAI,9,2020-08-18,2020-09-20,2020-08-19,3,158,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,2
16855,SIMOB,1,2021-07-21,2021-07-23,2021-07-28,1,35,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,1
16856,WILMK,7,2018-12-01,2018-12-09,2018-12-04,1,196,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal,1
16857,ERNSH,5,2018-07-17,2018-07-29,2018-07-31,3,336,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,2
16858,BOTTM,2,2019-01-07,2019-01-11,2019-01-24,2,266,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,2
16859,MAGAA,6,2018-05-12,2018-06-07,2018-06-05,1,43,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,2
16860,THECR,7,2021-07-28,2021-08-02,2021-07-29,2,139,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,0
16861,TORTU,9,2018-03-10,2018-03-24,2018-03-13,1,411,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,1
16862,ANTON,4,2018-03-18,2018-04-09,2018-03-27,1,317,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,2
16863,OTTIK,2,2019-12-21,2020-01-09,2020-01-03,2,440,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,1
16864,SPECD,6,2020-04-09,2020-04-13,2020-04-17,1,305,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
16865,GODOS,8,2018-09-25,2018-10-19,2018-10-15,3,149,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,3
16866,LACOR,4,2019-02-19,2019-02-26,2019-03-05,3,430,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,0
16867,FOLKO,5,2019-11-19,2019-11-21,2019-12-09,1,65,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,3
16868,LILAS,4,2020-03-10,2020-04-10,2020-03-12,2,515,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,2
16869,ALFKI,7,2021-06-11,2021-06-13,2021-07-04,2,235,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,0
16870,MAISD,6,2021-02-13,2021-02-21,2021-03-06,2,351,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,0
16871,SANTG,8,2020-04-25,2020-04-27,2020-05-21,1,370,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,1
16872,BONAP,6,2018-05-12,2018-05-16,2018-05-19,1,289,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,1
16873,GODOS,1,2018-03-05,2018-03-12,2018-03-16,3,424,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,3
16874,MAGAA,1,2020-12-26,2021-01-02,2021-01-02,3,202,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,3
16875,FOLIG,9,2018-07-26,2018-08-13,2018-07-29,1,301,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,3
16876,ALFKI,6,2021-01-06,2021-02-05,2021-01-21,1,91,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,0
16877,FRANR,9,2020-08-13,2020-09-18,2020-09-04,1,311,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,3
16878,BERGS,7,2020-09-13,2020-09-19,2020-09-13,2,137,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,0
16879,AROUT,3,2021-01-07,2021-01-13,2021-01-12,1,350,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France,1
16880,HUNGO,9,2020-11-05,2020-11-26,2020-11-25,2,287,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,3
16881,GALED,8,2019-09-10,2019-10-08,2019-09-25,2,351,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,0
16882,WANDK,7,2020-11-23,2020-12-13,2020-11-29,3,328,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2
16883,WANDK,2,2021-06-17,2021-06-21,2021-06-22,1,457,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,0
16884,EASTC,7,2021-02-25,2021-02-28,2021-02-26,2,344,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA,2
16885,MEREP,6,2020-11-17,2021-01-03,2020-11-20,2,224,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,1
16886,WELLI,1,2021-08-31,2021-09-11,2021-09-01,1,176,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,3
16887,EASTC,1,2020-02-23,2020-03-04,2020-03-05,2,393,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,0
16888,QUEEN,3,2018-12-24,2018-12-30,2018-12-25,2,273,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,1
16889,WANDK,1,2021-01-12,2021-01-26,2021-01-15,3,477,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,2
16890,VICTE,3,2020-09-09,2020-10-29,2020-09-26,2,119,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,3
16891,OLDWO,6,2018-05-18,2018-05-24,2018-06-09,1,325,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,0
16892,MAISD,5,2018-07-30,2018-08-03,2018-07-31,3,170,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,1
16893,WARTH,5,2019-04-08,2019-04-11,2019-04-13,1,189,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland,2
16894,BOLID,9,2020-02-20,2020-03-14,2020-02-26,3,193,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,1
16895,OTTIK,3,2019-02-03,2019-02-11,2019-02-06,2,231,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,0
16896,MAGAA,3,2019-02-06,2019-03-25,2019-02-07,1,90,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,2
16897,ALFKI,7,2019-01-08,2019-01-28,2019-01-11,1,80,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,1
16898,CACTU,1,2021-01-24,2021-02-02,2021-01-25,1,82,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,1
16899,BLAUS,3,2020-08-05,2020-08-30,2020-08-07,1,341,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,2
16900,WELLI,6,2019-11-29,2019-11-29,2019-12-04,2,433,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
16901,HILAA,7,2019-06-13,2019-06-21,2019-06-18,3,245,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,3
16902,MAGAA,1,2018-07-02,2018-08-17,2018-07-02,2,291,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,0
16903,QUEDE,5,2019-06-28,2019-07-07,2019-06-29,1,69,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,0
16904,KOENE,5,2020-05-04,2020-06-18,2020-05-24,2,257,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,1
16905,HUNGC,4,2020-12-15,2020-12-23,2021-01-05,3,461,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,0
16906,RICSU,8,2019-05-16,2019-05-20,2019-05-26,2,430,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,2
16907,PARIS,5,2020-04-17,2020-04-29,2020-04-21,2,377,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,2
16908,MEREP,8,2019-06-10,2019-06-23,2019-06-11,2,272,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,2
16909,THECR,7,2020-02-08,2020-04-03,2020-02-20,2,260,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany,1
16910,FISSA,4,2021-04-16,2021-04-26,2021-04-20,1,449,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,1
16911,LINOD,2,2020-07-18,2020-07-20,2020-07-27,2,73,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,1
16912,AROUT,9,2019-06-08,2019-06-15,2019-06-08,1,71,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina,0
16913,THECR,2,2020-08-21,2020-08-23,2020-08-22,1,445,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,1
16914,FURIB,7,2019-12-16,2020-01-05,2019-12-19,3,252,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela,3
16915,OCEAN,2,2020-12-15,2021-01-05,2020-12-25,2,162,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,3
16916,LAZYK,3,2020-02-01,2020-02-26,2020-02-04,2,243,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,1
16917,VAFFE,3,2021-07-02,2021-07-06,2021-07-02,1,50,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,1
16918,QUEDE,7,2018-04-30,2018-06-21,2018-05-13,1,92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain,2
16919,SPECD,4,2019-06-24,2019-07-05,2019-07-03,1,427,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,3
16920,FRANR,9,2019-03-29,2019-05-07,2019-04-06,3,381,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,0
16921,HANAR,4,2018-02-16,2018-03-27,2018-03-08,2,437,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,1
16922,WANDK,8,2021-05-19,2021-06-03,2021-05-20,2,79,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France,2
16923,LAZYK,9,2020-09-24,2020-09-24,2020-10-02,3,135,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,0
16924,BOLID,5,2018-05-09,2018-05-12,2018-05-12,1,423,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,2
16925,PRINI,5,2020-06-05,2020-06-17,2020-06-06,3,377,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,3
16926,FISSA,2,2018-07-03,2018-07-09,2018-07-16,2,327,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,1
16927,FRANS,8,2020-05-03,2020-05-04,2020-05-15,2,420,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,1
16928,HUNGC,2,2019-08-23,2019-09-10,2019-09-09,3,352,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,1
16929,MEREP,8,2019-02-24,2019-02-28,2019-02-25,1,416,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,1
16930,DRACD,3,2020-05-13,2020-06-12,2020-05-23,2,192,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,2
16931,LINOD,4,2021-08-14,2021-09-04,2021-08-16,3,98,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1
16932,LILAS,9,2019-10-16,2019-11-20,2019-11-01,1,227,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,2
16933,TRAIH,8,2019-11-12,2019-12-25,2019-11-13,3,48,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,1
16934,LILAS,8,2018-10-10,2018-10-21,2018-10-27,3,209,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,2
16935,MAISD,9,2019-08-13,2019-08-17,2019-08-15,3,367,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,0
16936,FISSA,5,2021-08-25,2021-10-04,2021-08-27,3,91,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,0
16937,PERIC,5,2020-08-16,2020-08-20,2020-09-02,1,344,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,1
16938,LAZYK,5,2020-11-24,2020-11-28,2020-11-25,3,529,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,2
16939,EASTC,3,2020-09-23,2020-09-23,2020-10-20,2,163,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,3
16940,BOTTM,1,2020-04-02,2020-04-06,2020-04-05,2,83,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,3
16941,FRANR,6,2021-06-02,2021-07-17,2021-06-06,2,312,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,1
16942,QUICK,8,2018-04-10,2018-05-08,2018-04-18,1,343,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,2
16943,LONEP,5,2019-08-17,2019-09-06,2019-09-04,1,182,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,3
16944,SAVEA,2,2018-06-07,2018-07-01,2018-06-14,1,326,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium,3
